method,pair,window_start,window_end,entry_time,exit_time,side,beta,w_a,w_b,qty_a,qty_b,entry_price_a,entry_price_b,exit_price_a,exit_price_b,fee,pnl,pnl_pct,capital_per_leg
SDR,AVAX_USDT_USDT-LINK_USDT_USDT,2025-01-01 17:00:00+00:00,2025-01-02 01:15:00+00:00,2025-01-01 20:30:00+00:00,2025-01-01 21:05:00+00:00,shortA_longB,1.3388528682578436,0.5,0.5,12.87995878413189,22.841480127912288,38.82,21.89,38.828,22.124,0.2005447946020205,5.041321885056324,0.5041321885056324,1000.0
SDR,ETC_USDT_USDT-UNI_USDT_USDT,2025-01-03 02:20:00+00:00,2025-01-03 10:35:00+00:00,2025-01-03 01:10:00+00:00,2025-01-03 09:55:00+00:00,shortA_longB,0.40856193959408404,0.5,0.5,18.499334023975138,35.10496384188724,27.028,14.243,28.296,15.033,0.20511900769774913,4.070646884992656,0.40706468849926564,1000.0
SDR,BCH_USDT_USDT-WLD_USDT_USDT,2025-01-03 19:00:00+00:00,2025-01-04 03:15:00+00:00,2025-01-03 21:45:00+00:00,2025-01-03 23:15:00+00:00,shortA_longB,10.0,0.5,0.5,1.0416232656972626,209.4153124476462,480.02,2.3876,477.17,2.3897,0.19974711458489028,3.2086513487923276,0.3208651348792328,1000.0
SDR,BCH_USDT_USDT-DOGE_USDT_USDT,2025-01-04 11:40:00+00:00,2025-01-04 19:55:00+00:00,2025-01-04 15:50:00+00:00,2025-01-04 16:20:00+00:00,shortA_longB,10.0,0.5,0.5,1.0420140046682227,1267.3628713373214,479.84,0.39452,475.81,0.39352,0.19945333206898497,2.7325002354066017,0.2732500235406602,1000.0
SDR,DOGE_USDT_USDT-NEAR_USDT_USDT,2025-01-04 11:40:00+00:00,2025-01-04 19:55:00+00:00,2025-01-04 11:30:00+00:00,2025-01-04 14:05:00+00:00,longA_shortB,0.1,0.5,0.5,1301.6087884625397,85.23695874531197,0.38414,5.866,0.39046,5.813,0.20037086087295816,12.543355495711811,1.2543355495711812,1000.0
SDR,SUI_USDT_USDT-UNI_USDT_USDT,2025-01-06 05:20:00+00:00,2025-01-06 13:35:00+00:00,2025-01-06 03:15:00+00:00,2025-01-06 07:50:00+00:00,shortA_longB,0.1588011868960454,0.5,0.5,96.31313325885118,33.302251232183295,5.1914,15.014,5.2732,15.354,0.20192011797195164,3.242431000396307,0.3242431000396307,1000.0
SDR,BCH_USDT_USDT-ENA_USDT_USDT,2025-01-07 14:40:00+00:00,2025-01-07 22:55:00+00:00,2025-01-07 13:55:00+00:00,2025-01-07 17:05:00+00:00,longA_shortB,10.0,0.5,0.5,1.1459741926611813,480.7692307692308,436.31,1.04,439.84,1.0409,0.20044779812077865,3.4121487942808995,0.34121487942809,1000.0
SDR,AVAX_USDT_USDT-LINK_USDT_USDT,2025-01-07 23:00:00+00:00,2025-01-08 07:15:00+00:00,2025-01-07 22:30:00+00:00,2025-01-08 01:25:00+00:00,longA_shortB,1.7224203717496618,0.5,0.5,13.084894797445827,23.916578972543768,38.212,20.906,38.639,20.952,0.20066874127112466,4.286418704501155,0.4286418704501155,1000.0
SDR,DOT_USDT_USDT-LINK_USDT_USDT,2025-01-07 23:00:00+00:00,2025-01-08 07:15:00+00:00,2025-01-08 05:00:00+00:00,2025-01-08 05:10:00+00:00,longA_shortB,0.37908553725591954,0.5,0.5,72.7802037845706,23.972766936759843,6.87,20.857,6.839,20.636,0.1992445832189655,2.842550592483296,0.2842550592483296,1000.0
SDR,LINK_USDT_USDT-ZEC_USDT_USDT,2025-01-08 15:40:00+00:00,2025-01-08 23:55:00+00:00,2025-01-08 18:05:00+00:00,2025-01-08 19:55:00+00:00,longA_shortB,0.31253029437346347,0.5,0.5,24.63903809195289,9.946290033817386,20.293,50.27,20.271,49.96,0.19963745912514938,2.341653613335337,0.23416536133353374,1000.0
SDR,POL_USDT_USDT-XLM_USDT_USDT,2025-01-09 08:20:00+00:00,2025-01-09 16:35:00+00:00,2025-01-09 11:10:00+00:00,2025-01-09 11:20:00+00:00,shortA_longB,0.7896717453968767,0.5,0.5,1100.9820760118025,1254.0442928444231,0.45414,0.39871,0.4493,0.396,0.19912727867184946,1.7311659356169127,0.17311659356169126,1000.0
SDR,BNB_USDT_USDT-TRX_USDT_USDT,2025-01-10 01:00:00+00:00,2025-01-10 09:15:00+00:00,2025-01-10 03:30:00+00:00,2025-01-10 04:55:00+00:00,longA_shortB,10.0,0.5,0.5,0.7196729805976164,2066.6280896089943,694.76,0.24194,696.13,0.24223,0.20015852741294055,0.18647131001916312,0.01864713100191631,1000.0
SDR,ETC_USDT_USDT-SOL_USDT_USDT,2025-01-11 18:40:00+00:00,2025-01-12 02:55:00+00:00,2025-01-11 16:35:00+00:00,2025-01-11 21:15:00+00:00,shortA_longB,0.1,0.5,0.5,19.543464665415886,2.667804930103511,25.584,187.42,25.593,186.67,0.19981750374844112,-2.3765623833148237,-0.2376562383314824,1000.0
SDR,NEAR_USDT_USDT-POL_USDT_USDT,2025-01-12 11:20:00+00:00,2025-01-12 19:35:00+00:00,2025-01-12 16:25:00+00:00,2025-01-12 16:55:00+00:00,shortA_longB,9.788495810389918,0.5,0.5,99.30486593843098,1098.659635245001,5.035,0.4551,5.036,0.45704,0.20022307045583138,1.8318717559810918,0.18318717559810918,1000.0
SDR,APT_USDT_USDT-ONDO_USDT_USDT,2025-01-12 19:40:00+00:00,2025-01-13 03:55:00+00:00,2025-01-12 22:50:00+00:00,2025-01-12 23:55:00+00:00,longA_shortB,4.960178699853545,0.5,0.5,59.63527068449364,442.16483905199857,8.3843,1.1308,8.4648,1.1384,0.2008161092066897,1.239370404099877,0.12393704040998768,1000.0
SDR,AVAX_USDT_USDT-POL_USDT_USDT,2025-01-14 21:40:00+00:00,2025-01-15 05:55:00+00:00,2025-01-15 01:45:00+00:00,2025-01-15 03:30:00+00:00,longA_shortB,10.0,0.5,0.5,13.689253935660506,1108.819550706318,36.525,0.45093,36.7,0.44822,0.19993907184563267,5.200581349309124,0.5200581349309125,1000.0
SDR,ETC_USDT_USDT-POL_USDT_USDT,2025-01-16 15:20:00+00:00,2025-01-16 23:35:00+00:00,2025-01-16 20:45:00+00:00,2025-01-16 22:15:00+00:00,shortA_longB,10.0,0.5,0.5,17.799295147912144,1028.8912667709276,28.091,0.48596,27.922,0.48988,0.20010251728857448,6.841232128450601,0.6841232128450601,1000.0
SDR,TON_USDT_USDT-TRX_USDT_USDT,2025-01-16 23:40:00+00:00,2025-01-17 07:55:00+00:00,2025-01-17 05:35:00+00:00,2025-01-17 07:00:00+00:00,longA_shortB,4.838546599132481,0.5,0.5,90.24782051513455,2044.153720359771,5.5403,0.2446,5.581,0.2469,0.20083746398517935,-1.2293047258466523,-0.12293047258466525,1000.0
SDR,APT_USDT_USDT-ETH_USDT_USDT,2025-01-17 08:00:00+00:00,2025-01-17 16:15:00+00:00,2025-01-17 12:15:00+00:00,2025-01-17 13:45:00+00:00,longA_shortB,0.1,0.5,0.5,51.304677960536445,0.1442959799139996,9.7457,3465.1,9.7133,3472.64,0.199942572012263,-2.950205826485149,-0.2950205826485149,1000.0
SDR,ADA_USDT_USDT-DOT_USDT_USDT,2025-01-18 00:40:00+00:00,2025-01-18 08:55:00+00:00,2025-01-18 05:40:00+00:00,2025-01-18 07:05:00+00:00,shortA_longB,0.14256629207915347,0.5,0.5,460.36276585949724,70.49203440011279,1.0861,7.093,1.0671,6.991,0.1984062919939858,1.3582987505249955,0.13582987505249955,1000.0
SDR,ADA_USDT_USDT-SUI_USDT_USDT,2025-01-18 09:00:00+00:00,2025-01-18 17:15:00+00:00,2025-01-18 12:05:00+00:00,2025-01-18 13:00:00+00:00,longA_shortB,0.1,0.5,0.5,467.5081813931744,97.59334803739776,1.0695,5.1233,1.0641,5.0031,0.1985744735386382,9.007601781033554,0.9007601781033554,1000.0
SDR,AAVE_USDT_USDT-ENA_USDT_USDT,2025-01-19 10:00:00+00:00,2025-01-19 18:15:00+00:00,2025-01-19 05:55:00+00:00,2025-01-19 12:45:00+00:00,shortA_longB,10.0,0.5,0.5,1.601281024819856,562.8729032984352,312.25,0.8883,342.34,0.9325,0.20730615283626203,-23.51086986387484,-2.351086986387484,1000.0
SDR,DOT_USDT_USDT-POL_USDT_USDT,2025-01-19 18:20:00+00:00,2025-01-20 02:35:00+00:00,2025-01-19 22:45:00+00:00,2025-01-20 01:15:00+00:00,shortA_longB,10.0,0.5,0.5,76.2660158633313,1075.6852114797125,6.556,0.46482,6.783,0.47612,0.2029467628490697,-5.360089474104575,-0.5360089474104575,1000.0
SDR,BCH_USDT_USDT-ENA_USDT_USDT,2025-01-20 02:40:00+00:00,2025-01-20 10:55:00+00:00,2025-01-20 07:30:00+00:00,2025-01-20 08:45:00+00:00,longA_shortB,10.0,0.5,0.5,1.1242270938729624,526.7038870746866,444.75,0.9493,446.07,0.9569,0.200548692930568,-2.7195184707858515,-0.27195184707858516,1000.0
SDR,AVAX_USDT_USDT-POL_USDT_USDT,2025-01-20 11:00:00+00:00,2025-01-20 19:15:00+00:00,2025-01-20 14:00:00+00:00,2025-01-20 14:45:00+00:00,longA_shortB,10.0,0.5,0.5,14.058765640376777,1144.5314288330358,35.565,0.43686,36.337,0.44695,0.20224016891912966,-0.8971952114734952,-0.08971952114734952,1000.0
SDR,SUI_USDT_USDT-XLM_USDT_USDT,2025-01-21 03:40:00+00:00,2025-01-21 11:55:00+00:00,2025-01-21 02:20:00+00:00,2025-01-21 07:25:00+00:00,shortA_longB,10.0,0.5,0.5,113.67511651699442,1141.7349804763319,4.3985,0.43793,4.4412,0.43531,0.20018625818264277,-8.045459382306301,-0.80454593823063,1000.0
SDR,DOT_USDT_USDT-UNI_USDT_USDT,2025-01-23 14:00:00+00:00,2025-01-23 22:15:00+00:00,2025-01-23 20:45:00+00:00,2025-01-23 21:20:00+00:00,shortA_longB,0.5220461614628742,0.5,0.5,78.57928650007858,39.32672644329086,6.363,12.714,6.438,12.932,0.20144666728521432,2.4783332098463546,0.24783332098463548,1000.0
SDR,POL_USDT_USDT-UNI_USDT_USDT,2025-01-24 23:20:00+00:00,2025-01-25 07:35:00+00:00,2025-01-25 05:00:00+00:00,2025-01-25 06:05:00+00:00,longA_shortB,0.1,0.5,0.5,1152.4986170016596,40.956749672346,0.43384,12.208,0.4328,12.148,0.19963439964579777,1.0591720190132734,0.10591720190132733,1000.0
SDR,AAVE_USDT_USDT-APT_USDT_USDT,2025-01-25 07:40:00+00:00,2025-01-25 15:55:00+00:00,2025-01-25 14:00:00+00:00,2025-01-25 14:35:00+00:00,shortA_longB,10.0,0.5,0.5,1.5144631228229595,61.18977396497497,330.15,8.1713,328.28,8.1501,0.19958707307522638,1.3352357585462253,0.13352357585462254,1000.0
SDR,AAVE_USDT_USDT-APT_USDT_USDT,2025-01-25 16:00:00+00:00,2025-01-26 00:15:00+00:00,2025-01-25 19:40:00+00:00,2025-01-25 21:25:00+00:00,shortA_longB,10.0,0.5,0.5,1.5090239633005373,60.63031273115306,331.34,8.2467,331.67,8.3453,0.2006476126743181,5.279523314728095,0.5279523314728095,1000.0
SDR,POL_USDT_USDT-TAO_USDT_USDT,2025-01-26 00:20:00+00:00,2025-01-26 08:35:00+00:00,2025-01-26 03:00:00+00:00,2025-01-26 05:15:00+00:00,longA_shortB,0.1,0.5,0.5,1148.6859033265944,1.1842728564661298,0.43528,422.2,0.43646,425.58,0.2005358291620781,-2.8479287180921933,-0.28479287180921936,1000.0
SDR,SOL_USDT_USDT-UNI_USDT_USDT,2025-01-26 17:00:00+00:00,2025-01-27 01:15:00+00:00,2025-01-26 12:45:00+00:00,2025-01-26 19:25:00+00:00,longA_shortB,8.812659645905793,0.5,0.5,1.9677292404565132,41.767605045526686,254.1,11.971,236.74,11.098,0.19293771011809302,2.110401880301639,0.2110401880301639,1000.0
SDR,LTC_USDT_USDT-ZEC_USDT_USDT,2025-01-29 11:40:00+00:00,2025-01-29 19:55:00+00:00,2025-01-29 17:20:00+00:00,2025-01-29 19:20:00+00:00,shortA_longB,1.774640978917858,0.5,0.5,4.2158516020236085,11.622501162250115,118.6,43.02,120.95,44.23,0.2023970477671078,3.953578093799943,0.39535780937999426,1000.0
SDR,ETH_USDT_USDT-ONDO_USDT_USDT,2025-01-30 12:40:00+00:00,2025-01-30 20:55:00+00:00,2025-01-30 12:35:00+00:00,2025-01-30 15:05:00+00:00,longA_shortB,0.1,0.5,0.5,0.15432098765432098,314.346787375833,3240.0,1.5906,3263.82,1.5739,0.19984263345767495,8.725674641644668,0.8725674641644667,1000.0
SDR,DOT_USDT_USDT-LTC_USDT_USDT,2025-01-30 21:00:00+00:00,2025-01-31 05:15:00+00:00,2025-01-31 00:40:00+00:00,2025-01-31 01:15:00+00:00,longA_shortB,0.1,0.5,0.5,81.2743823146944,3.8488184127472866,6.152,129.91,6.172,129.08,0.1998430968363714,4.620163832037669,0.46201638320376687,1000.0
